AIRCRAFT_ID,AIRCRAFT_MANUFACTURER,AIRCRAFT_MODEL,SEAT_CAPACITY,REVIEW_ID
42,Unknown,Unknown,,72489
42,Unknown,Unknown,,126765
42,Unknown,Unknown,,103247
42,Unknown,Unknown,,39680
19,Boeing,Boeing 737,189,91709
3,Airbus,A320,180,126291
42,Unknown,Unknown,,153193
42,Unknown,Unknown,,59013
42,Unknown,Unknown,,128461
32,Boeing,Boeing 777,396,128640
42,Unknown,Unknown,,68215
42,Unknown,Unknown,,117627
42,Unknown,Unknown,,141546
42,Unknown,Unknown,,61592
42,Unknown,Unknown,,99652
26,Boeing,Boeing 757,200,81318
42,Unknown,Unknown,,93846
42,Unknown,Unknown,,81916
32,Boeing,Boeing 777,396,141918
42,Unknown,Unknown,,123028
42,Unknown,Unknown,,121346
42,Unknown,Unknown,,58908
42,Unknown,Unknown,,84584
42,Unknown,Unknown,,77621
42,Unknown,Unknown,,40968
42,Unknown,Unknown,,115787
42,Unknown,Unknown,,105861
42,Unknown,Unknown,,45429
19,Boeing,Boeing 737,189,78891
28,Boeing,Boeing 767,216,77707
42,Unknown,Unknown,,82000
42,Unknown,Unknown,,68826
19,Boeing,Boeing 737,189,109662
42,Unknown,Unknown,,66156
42,Unknown,Unknown,,93652
42,Unknown,Unknown,,75134
42,Unknown,Unknown,,83943
42,Unknown,Unknown,,122086
42,Unknown,Unknown,,104485
42,Unknown,Unknown,,120400
42,Unknown,Unknown,,74444
32,Boeing,Boeing 777,396,93529
42,Unknown,Unknown,,93359
42,Unknown,Unknown,,67432
42,Unknown,Unknown,,89301
19,Boeing,Boeing 737,189,136501
42,Unknown,Unknown,,95611
42,Unknown,Unknown,,37967
42,Unknown,Unknown,,92662
42,Unknown,Unknown,,80421
32,Boeing,Boeing 777,396,74401
42,Unknown,Unknown,,79247
42,Unknown,Unknown,,96463
42,Unknown,Unknown,,104486
42,Unknown,Unknown,,140757
42,Unknown,Unknown,,47602
42,Unknown,Unknown,,113518
42,Unknown,Unknown,,106022
42,Unknown,Unknown,,129934
42,Unknown,Unknown,,82151
42,Unknown,Unknown,,151641
42,Unknown,Unknown,,108864
42,Unknown,Unknown,,138663
42,Unknown,Unknown,,66952
42,Unknown,Unknown,,119334
42,Unknown,Unknown,,79544
42,Unknown,Unknown,,54033
42,Unknown,Unknown,,118162
42,Unknown,Unknown,,69048
42,Unknown,Unknown,,139919
42,Unknown,Unknown,,147059
42,Unknown,Unknown,,143085
42,Unknown,Unknown,,99752
42,Unknown,Unknown,,37674
42,Unknown,Unknown,,78477
42,Unknown,Unknown,,69155
42,Unknown,Unknown,,38084
42,Unknown,Unknown,,151545
42,Unknown,Unknown,,143913
42,Unknown,Unknown,,124280
42,Unknown,Unknown,,135409
26,Boeing,Boeing 757,200,49130
28,Boeing,Boeing 767,216,133130
42,Unknown,Unknown,,88081
42,Unknown,Unknown,,35909
42,Unknown,Unknown,,125549
42,Unknown,Unknown,,135316
42,Unknown,Unknown,,127582
28,Boeing,Boeing 767,216,45263
42,Unknown,Unknown,,119588
42,Unknown,Unknown,,87626
42,Unknown,Unknown,,45679
2,Airbus,A319,134,81123
32,Boeing,Boeing 777,396,81178
2,Airbus,A319,134,81249
19,Boeing,Boeing 737,189,81351
42,Unknown,Unknown,,137047
42,Unknown,Unknown,,91560
19,Boeing,Boeing 737,189,144786
42,Unknown,Unknown,,92192
42,Unknown,Unknown,,73897
19,Boeing,Boeing 737,189,45533
42,Unknown,Unknown,,114780
42,Unknown,Unknown,,93238
42,Unknown,Unknown,,110450
42,Unknown,Unknown,,38026
42,Unknown,Unknown,,123265
42,Unknown,Unknown,,119289
19,Boeing,Boeing 737,189,99839
42,Unknown,Unknown,,69967
42,Unknown,Unknown,,127526
42,Unknown,Unknown,,116053
19,Boeing,Boeing 737,189,68234
19,Boeing,Boeing 737,189,103275
42,Unknown,Unknown,,70282
42,Unknown,Unknown,,119965
42,Unknown,Unknown,,92144
42,Unknown,Unknown,,78980
42,Unknown,Unknown,,110383
23,Boeing,Boeing 747,467,57796
42,Unknown,Unknown,,132646
42,Unknown,Unknown,,118528
42,Unknown,Unknown,,108245
42,Unknown,Unknown,,111629
28,Boeing,Boeing 767,216,86870
42,Unknown,Unknown,,97078
42,Unknown,Unknown,,126190
42,Unknown,Unknown,,40849
42,Unknown,Unknown,,69841
42,Unknown,Unknown,,129707
42,Unknown,Unknown,,138693
42,Unknown,Unknown,,41213
42,Unknown,Unknown,,125758
42,Unknown,Unknown,,121184
42,Unknown,Unknown,,110093
34,Boeing,Boeing 787,242,121253
42,Unknown,Unknown,,116858
42,Unknown,Unknown,,118727
19,Boeing,Boeing 737,189,151134
42,Unknown,Unknown,,46888
32,Boeing,Boeing 777,396,52568
42,Unknown,Unknown,,115636
34,Boeing,Boeing 787,242,99252
42,Unknown,Unknown,,138226
42,Unknown,Unknown,,77499
3,Airbus,A320,180,67656
42,Unknown,Unknown,,104619
42,Unknown,Unknown,,154247
42,Unknown,Unknown,,61609
42,Unknown,Unknown,,148017
42,Unknown,Unknown,,45597
42,Unknown,Unknown,,131186
32,Boeing,Boeing 777,396,129470
32,Boeing,Boeing 777,396,104089
42,Unknown,Unknown,,104090
23,Boeing,Boeing 747,467,46569
42,Unknown,Unknown,,46661
32,Boeing,Boeing 777,396,154189
32,Boeing,Boeing 777,396,154601
42,Unknown,Unknown,,154602
42,Unknown,Unknown,,91973
42,Unknown,Unknown,,49886
42,Unknown,Unknown,,96612
42,Unknown,Unknown,,49366
32,Boeing,Boeing 777,396,127599
19,Boeing,Boeing 737,189,132344
19,Boeing,Boeing 737,189,115396
42,Unknown,Unknown,,140353
19,Boeing,Boeing 737,189,119393
42,Unknown,Unknown,,67951
34,Boeing,Boeing 787,242,117253
42,Unknown,Unknown,,90028
32,Boeing,Boeing 777,396,85760
19,Boeing,Boeing 737,189,123728
42,Unknown,Unknown,,63117
19,Boeing,Boeing 737,189,124941
42,Unknown,Unknown,,151507
42,Unknown,Unknown,,80842
23,Boeing,Boeing 747,467,44982
42,Unknown,Unknown,,68837
42,Unknown,Unknown,,130431
42,Unknown,Unknown,,44174
42,Unknown,Unknown,,76752
42,Unknown,Unknown,,138573
42,Unknown,Unknown,,73518
42,Unknown,Unknown,,124952
32,Boeing,Boeing 777,396,56948
42,Unknown,Unknown,,94350
42,Unknown,Unknown,,147196
42,Unknown,Unknown,,143108
42,Unknown,Unknown,,39793
42,Unknown,Unknown,,54462
42,Unknown,Unknown,,139713
42,Unknown,Unknown,,112402
42,Unknown,Unknown,,81796
42,Unknown,Unknown,,94351
42,Unknown,Unknown,,38343
42,Unknown,Unknown,,36770
42,Unknown,Unknown,,124875
3,Airbus,A320,180,123880
42,Unknown,Unknown,,37919
32,Boeing,Boeing 777,396,82016
32,Boeing,Boeing 777,396,61394
42,Unknown,Unknown,,34768
28,Boeing,Boeing 767,216,41135
34,Boeing,Boeing 787,242,64228
42,Unknown,Unknown,,37009
34,Boeing,Boeing 787,242,91481
42,Unknown,Unknown,,43296
42,Unknown,Unknown,,117009
42,Unknown,Unknown,,133954
42,Unknown,Unknown,,117377
42,Unknown,Unknown,,83014
26,Boeing,Boeing 757,200,114558
42,Unknown,Unknown,,109868
42,Unknown,Unknown,,50334
42,Unknown,Unknown,,90850
42,Unknown,Unknown,,95714
42,Unknown,Unknown,,70576
42,Unknown,Unknown,,41641
42,Unknown,Unknown,,44336
42,Unknown,Unknown,,130251
42,Unknown,Unknown,,98270
42,Unknown,Unknown,,119953
42,Unknown,Unknown,,39257
42,Unknown,Unknown,,84357
42,Unknown,Unknown,,60248
32,Boeing,Boeing 777,396,46539
42,Unknown,Unknown,,41772
2,Airbus,A319,134,132669
42,Unknown,Unknown,,89682
42,Unknown,Unknown,,69515
42,Unknown,Unknown,,143781
42,Unknown,Unknown,,97853
34,Boeing,Boeing 787,242,79766
42,Unknown,Unknown,,148925
19,Boeing,Boeing 737,189,94463
42,Unknown,Unknown,,83332
42,Unknown,Unknown,,113747
42,Unknown,Unknown,,117866
42,Unknown,Unknown,,129024
42,Unknown,Unknown,,147092
42,Unknown,Unknown,,99860
42,Unknown,Unknown,,118809
42,Unknown,Unknown,,134178
42,Unknown,Unknown,,94331
42,Unknown,Unknown,,114548
19,Boeing,Boeing 737,189,151761
42,Unknown,Unknown,,140098
42,Unknown,Unknown,,91910
32,Boeing,Boeing 777,396,80885
42,Unknown,Unknown,,35064
42,Unknown,Unknown,,103725
42,Unknown,Unknown,,134064
32,Boeing,Boeing 777,396,58298
32,Boeing,Boeing 777,396,70191
42,Unknown,Unknown,,92504
42,Unknown,Unknown,,111283
19,Boeing,Boeing 737,189,52058
42,Unknown,Unknown,,118983
42,Unknown,Unknown,,51701
19,Boeing,Boeing 737,189,57593
3,Airbus,A320,180,47148
42,Unknown,Unknown,,38435
42,Unknown,Unknown,,88529
42,Unknown,Unknown,,55128
42,Unknown,Unknown,,84561
19,Boeing,Boeing 737,189,71628
42,Unknown,Unknown,,143755
42,Unknown,Unknown,,123794
42,Unknown,Unknown,,101661
42,Unknown,Unknown,,84562
42,Unknown,Unknown,,114463
42,Unknown,Unknown,,144549
42,Unknown,Unknown,,94125
42,Unknown,Unknown,,142956
34,Boeing,Boeing 787,242,156310
42,Unknown,Unknown,,141124
42,Unknown,Unknown,,94372
42,Unknown,Unknown,,113393
42,Unknown,Unknown,,91243
42,Unknown,Unknown,,119866
28,Boeing,Boeing 767,216,96925
34,Boeing,Boeing 787,242,103749
42,Unknown,Unknown,,116780
42,Unknown,Unknown,,92109
42,Unknown,Unknown,,106216
2,Airbus,A319,134,76951
19,Boeing,Boeing 737,189,61310
19,Boeing,Boeing 737,189,45130
42,Unknown,Unknown,,87139
34,Boeing,Boeing 787,242,59410
42,Unknown,Unknown,,61030
42,Unknown,Unknown,,116182
42,Unknown,Unknown,,53713
19,Boeing,Boeing 737,189,77004
42,Unknown,Unknown,,61780
42,Unknown,Unknown,,70544
42,Unknown,Unknown,,36609
19,Boeing,Boeing 737,189,90596
42,Unknown,Unknown,,82592
28,Boeing,Boeing 767,216,61195
19,Boeing,Boeing 737,189,113017
2,Airbus,A319,134,113560
34,Boeing,Boeing 787,242,114264
28,Boeing,Boeing 767,216,114731
38,Embraer,Embraer 170,76,71038
34,Boeing,Boeing 787,242,155273
42,Unknown,Unknown,,54908
42,Unknown,Unknown,,154569
42,Unknown,Unknown,,149811
42,Unknown,Unknown,,38818
42,Unknown,Unknown,,44065
42,Unknown,Unknown,,39126
3,Airbus,A320,180,139443
42,Unknown,Unknown,,87476
42,Unknown,Unknown,,78991
42,Unknown,Unknown,,39479
19,Boeing,Boeing 737,189,139724
42,Unknown,Unknown,,96798
42,Unknown,Unknown,,80912
42,Unknown,Unknown,,113436
42,Unknown,Unknown,,114596
42,Unknown,Unknown,,104655
42,Unknown,Unknown,,119184
42,Unknown,Unknown,,112549
42,Unknown,Unknown,,124709
42,Unknown,Unknown,,150851
42,Unknown,Unknown,,150311
23,Boeing,Boeing 747,467,145536
28,Boeing,Boeing 767,216,46998
26,Boeing,Boeing 757,200,48178
42,Unknown,Unknown,,82491
42,Unknown,Unknown,,36512
42,Unknown,Unknown,,130982
19,Boeing,Boeing 737,189,148889
42,Unknown,Unknown,,97488
42,Unknown,Unknown,,133563
42,Unknown,Unknown,,145242
34,Boeing,Boeing 787,242,80750
42,Unknown,Unknown,,99735
42,Unknown,Unknown,,71547
42,Unknown,Unknown,,98252
42,Unknown,Unknown,,156190
42,Unknown,Unknown,,47149
42,Unknown,Unknown,,80290
42,Unknown,Unknown,,73967
42,Unknown,Unknown,,85686
42,Unknown,Unknown,,45514
42,Unknown,Unknown,,84243
42,Unknown,Unknown,,104332
42,Unknown,Unknown,,128943
42,Unknown,Unknown,,69998
32,Boeing,Boeing 777,396,97030
42,Unknown,Unknown,,74753
42,Unknown,Unknown,,77679
32,Boeing,Boeing 777,396,133103
42,Unknown,Unknown,,123124
42,Unknown,Unknown,,111289
42,Unknown,Unknown,,56109
26,Boeing,Boeing 757,200,95928
19,Boeing,Boeing 737,189,93000
19,Boeing,Boeing 737,189,72481
42,Unknown,Unknown,,71336
42,Unknown,Unknown,,147057
42,Unknown,Unknown,,114478
42,Unknown,Unknown,,126656
42,Unknown,Unknown,,74410
42,Unknown,Unknown,,84541
28,Boeing,Boeing 767,216,46372
42,Unknown,Unknown,,37517
42,Unknown,Unknown,,133256
34,Boeing,Boeing 787,242,112043
42,Unknown,Unknown,,122382
42,Unknown,Unknown,,35975
42,Unknown,Unknown,,90471
42,Unknown,Unknown,,111063
34,Boeing,Boeing 787,242,100305
42,Unknown,Unknown,,92753
42,Unknown,Unknown,,72770
42,Unknown,Unknown,,106010
42,Unknown,Unknown,,102747
42,Unknown,Unknown,,90256
28,Boeing,Boeing 767,216,65191
42,Unknown,Unknown,,121671
42,Unknown,Unknown,,35268
34,Boeing,Boeing 787,242,78136
34,Boeing,Boeing 787,242,120330
42,Unknown,Unknown,,155952
42,Unknown,Unknown,,81330
19,Boeing,Boeing 737,189,57511
42,Unknown,Unknown,,37951
34,Boeing,Boeing 787,242,76733
42,Unknown,Unknown,,97251
42,Unknown,Unknown,,88720
42,Unknown,Unknown,,140277
42,Unknown,Unknown,,122401
